NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TOr,FTA,FT%,2PAT,2PA,2P%,2PM,3PAT,3PA,3P%,3PM,FGA,FGM,FG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,VI,FTM,PER_n,PER,eFG%
Daniel Green,San,SG,24,66,22.8,47.3,17.8,0.114,100,0.79,243,3.681818182,0.449,1.653136364,234,3.545454545,0.436,1.545818182,7.227272727,3.198954545,0.442622642,0.579,9.1,3.5,8.7,1.3,8.4,0.88,0.7,6.1,1.196969697,19.40583925,14.74843783,0.549566038
Daniel Orton,Orl,PF,21,16,11.4,23.1,12.3,0.146,25,0.44,29,1.8125,0.586,1.062125,1,0.0625,0,0,1.875,1.062125,0.566466667,0.549,2.8,2.4,12.3,0.3,4.4,0.5,0.56,4.4,0.6875,16.20693511,12.31727068,0.566466667
Danilo Gallinari,Den,SF,23,43,31.3,63.9,20.8,0.109,209,0.871,283,6.581395349,0.47,3.093255814,183,4.255813953,0.328,1.395906977,10.8372093,4.489162791,0.414236052,0.563,14.6,4.7,8.8,2.7,13.1,0.98,0.53,7.3,4.233465116,23.29136239,17.70143542,0.478639485
Danny Granger,Ind,SF,28,62,33.1,68.2,26.1,0.094,291,0.873,618,9.967741935,0.434,4.326,323,5.209677419,0.381,1.984887097,15.17741935,6.310887097,0.415807651,0.542,18.7,5,8.4,1.8,9.7,1,0.65,6.7,4.097467742,23.8536806,18.12879726,0.481197131
Dante Cunningham,Mem,SF,24,64,17.4,35.9,13.8,0.086,69,0.652,277,4.328125,0.52,2.250625,2,0.03125,0,0,4.359375,2.250625,0.516272401,0.538,5.2,3.8,12.9,0.6,5.3,0.66,0.53,5.2,0.7029375,16.50748413,12.54568794,0.516272401
Darko Milicic,Min,C,26,29,16.1,33,17,0.179,37,0.432,130,4.482758621,0.454,2.035172414,0,0,0,0,4.482758621,2.035172414,0.454,0.458,4.6,3.3,11.5,0.6,6,0.31,0.86,5.2,0.551172414,14.15699791,10.75931841,0.454
Darren Collison,Ind,PG,24,60,31.1,64.1,17.1,0.162,153,0.83,429,7.15,0.455,3.25325,94,1.566666667,0.362,0.567133333,8.716666667,3.820383333,0.438284895,0.524,10.3,3.1,5.6,4.8,25.2,0.82,0.22,6.9,2.1165,18.07777868,13.7391118,0.470816444
David Lee,Gol,PF,28,57,37,76.7,26.1,0.125,280,0.782,917,16.0877193,0.506,8.140385965,5,0.087719298,0,0,16.1754386,8.140385965,0.503255965,0.549,20.1,9.5,14.6,2.8,13.7,0.96,0.39,8.8,3.841403509,26.56623531,20.19033884,0.503255965
David West,Ind,PF,31,66,29,59.8,21,0.105,176,0.807,708,10.72727273,0.492,5.277818182,9,0.136363636,0.222,0.030272727,10.86363636,5.308090909,0.488610879,0.531,12.8,6.6,12.7,2.1,13.1,0.79,0.7,7.8,2.152,22.10288873,16.79819544,0.490004184
DeAndre Jordan,Lac,C,23,66,27.1,55.9,11.9,0.16,141,0.525,325,4.924242424,0.634,3.121969697,1,0.015151515,0,0,4.939393939,3.121969697,0.632055215,0.626,7.4,8.3,18.2,0.3,1.5,0.45,2.05,3.9,1.121590909,19.87874736,15.10784799,0.632055215
DeJuan Blair,San,PF,22,64,21.1,43.7,21.9,0.142,119,0.613,503,7.859375,0.535,4.204765625,1,0.015625,0,0,7.875,4.204765625,0.533938492,0.549,9.5,5.5,14.9,1.2,9.3,0.92,0.19,7.5,1.139796875,22.87350261,17.38386198,0.533938492
Delonte West,Dal,SG,28,44,23.9,48.7,20.6,0.163,70,0.886,284,6.454545455,0.489,3.156272727,76,1.727272727,0.355,0.613181818,8.181818182,3.769454545,0.460711111,0.539,9.6,2.3,5.4,3.2,22.5,1.32,0.25,6.9,1.409545455,20.39785567,15.50237031,0.498183333
DeMar DeRozan,Tor,SG,22,63,34.8,72,25.2,0.105,331,0.81,811,12.87301587,0.44,5.664126984,92,1.46031746,0.261,0.381142857,14.33333333,6.045269841,0.421763012,0.503,16.7,3.3,5.6,2,10.9,0.76,0.27,5.5,4.255714286,18.88066081,14.34930221,0.435058693
DeMarcus Cousins,Sac,PF,21,64,30.3,62.7,29.9,0.128,373,0.702,985,15.390625,0.453,6.971953125,14,0.21875,0.143,0.03128125,15.609375,7.003234375,0.448655656,0.499,18.1,11,19.9,1.6,9.6,1.45,1.17,9,4.09134375,30.67261838,23.31118997,0.449657658
DeMarre Carroll,Uta,SF,25,20,16.2,31.6,16,0.078,16,0.875,80,4,0.375,1.5,19,0.95,0.368,0.3496,4.95,1.8496,0.373656566,0.448,4.8,2.5,8.9,0.8,7,0.6,0.05,5.2,0.7,11.59213767,8.81002463,0.408969697
Derek Fisher,Lal,PG,37,43,25.4,51.8,13.5,0.181,53,0.83,166,3.860465116,0.41,1.582790698,74,1.720930233,0.324,0.557581395,5.581395349,2.140372093,0.383483333,0.479,5.9,2.1,4.7,3.3,19.3,0.93,0.07,5.4,1.023023256,12.90275551,9.806094191,0.433433333
Derek Fisher,Okc,PG,37,20,20.1,40.6,14.5,0.116,14,0.929,73,3.65,0.356,1.2994,35,1.75,0.314,0.5495,5.4,1.8489,0.342388889,0.429,4.9,1.5,4.1,1.4,10.3,0.55,0.05,4.3,0.6503,8.579348801,6.520305089,0.393268519
Deron Williams,Njn,PG,27,55,36.1,74.9,30.3,0.167,305,0.843,618,11.23636364,0.447,5.022654545,341,6.2,0.337,2.0894,17.43636364,7.112054545,0.40788634,0.528,21,3.3,5.4,8.7,47,1.22,0.35,9.4,4.674818182,28.97750676,22.02290514,0.467801355
Derrick Brown,Cha,SG,24,65,22,45.7,17,0.105,141,0.667,385,5.923076923,0.535,3.168846154,24,0.369230769,0.25,0.092307692,6.292307692,3.261153846,0.518276284,0.556,8.1,3.6,9.5,1,8.6,0.74,0.17,5.6,1.446876923,17.77724844,13.51070881,0.525611247
Derrick Favors,Uta,PF,20,65,21,42.8,20.9,0.164,194,0.649,445,6.846153846,0.499,3.416230769,0,0,0,0,6.846153846,3.416230769,0.499,0.537,8.8,6.5,17.9,0.7,5.1,0.57,1,6.5,1.937015385,23.5396369,17.89012404,0.499
Derrick Rose,Chi,PG,23,39,35.1,72.3,30.6,0.129,239,0.812,522,13.38461538,0.475,6.357692308,173,4.435897436,0.312,1.384,17.82051282,7.741692308,0.434425899,0.532,21.8,3.4,5.3,7.9,40.6,0.9,0.72,9.5,4.976102564,30.33172828,23.0521135,0.473257554
Derrick Williams,Min,SF,20,66,21.2,44,21,0.117,195,0.697,360,5.454545455,0.467,2.547272727,138,2.090909091,0.268,0.560363636,7.545454545,3.107636364,0.411855422,0.499,8.8,4.7,12.3,0.6,4.6,0.45,0.47,5.5,2.059318182,18.59149673,14.12953752,0.448987952
DeSagana Diop,Cha,C,29,27,11.9,24.5,9.2,0.299,6,0.167,42,1.555555556,0.357,0.555333333,0,0,0,0,1.555555556,0.555333333,0.357,0.347,1.1,3.1,15.2,0.9,11.2,0.22,0.48,4.9,0.037111111,9.261609123,7.038822933,0.357
DeShawn Stevenson,Njn,SG,30,51,18.6,38.7,9.5,0.096,16,0.563,27,0.529411765,0.296,0.156705882,145,2.843137255,0.283,0.804607843,3.37254902,0.961313725,0.285040698,0.413,2.9,2,6.2,0.8,6.5,0.37,0.08,3.6,0.176627451,5.601621554,4.257232381,0.404328488
Devin Ebanks,Lal,SF,22,24,16.3,32.7,14.3,0.147,35,0.657,80,3.333333333,0.463,1.543333333,9,0.375,0,0,3.708333333,1.543333333,0.416179775,0.465,4,2.3,7.7,0.5,4.6,0.46,0.25,4.1,0.958125,11.13789165,8.464797656,0.416179775
Devin Harris,Uta,PG,28,63,27.4,56,19.6,0.161,209,0.746,329,5.222222222,0.498,2.600666667,213,3.380952381,0.362,1.223904762,8.603174603,3.824571429,0.444553506,0.564,11.3,1.8,3.7,5,28.5,1.02,0.21,6.8,2.474825397,22.35449693,16.98941767,0.515684502
Dirk Nowitzki,Dal,PF,33,62,33.3,68.4,29.4,0.089,355,0.896,823,13.27419355,0.48,6.371612903,212,3.419354839,0.368,1.258322581,16.69354839,7.629935484,0.457058937,0.563,21.6,6.8,11.4,2.2,12.7,0.68,0.48,8.2,5.130322581,28.71773823,21.82548106,0.494747826
Dominic McGuire,Gol,SF,26,64,17.4,36.1,12,0.194,53,0.736,206,3.21875,0.456,1.46775,4,0.0625,0,0,3.28125,1.46775,0.447314286,0.486,3.5,3.8,12.5,1.7,14.1,0.69,0.56,6.5,0.6095,15.33688925,11.65603583,0.447314286
Donald Sloan,Cle,PG,23,25,24.2,49.3,17.1,0.183,26,0.808,154,6.16,0.448,2.75968,22,0.88,0.091,0.08008,7.04,2.83976,0.403375,0.44,6.6,2.4,5.6,3.7,25.8,0.4,0.12,6.4,0.84032,13.04131967,9.911402951,0.4090625
Donte Greene,Sac,SF,23,53,14.5,30,18.2,0.1,55,0.8,160,3.018867925,0.513,1.548679245,105,1.981132075,0.238,0.471509434,5,2.020188679,0.404037736,0.489,5.3,2.5,9.5,0.6,6.9,0.34,0.55,5.5,0.830188679,15.22146823,11.56831585,0.451188679
Dorell Wright,Gol,SF,26,61,26.8,55.6,17.5,0.082,98,0.816,234,3.836065574,0.5,1.918032787,292,4.786885246,0.36,1.723278689,8.62295082,3.641311475,0.422281369,0.553,10.3,4.6,9.6,1.5,8.9,0.95,0.43,6.2,1.31095082,18.08469595,13.74436892,0.522205323
Drew Gooden,Mil,PF,30,56,26,54.1,25.9,0.127,208,0.846,602,10.75,0.45,4.8375,55,0.982142857,0.291,0.285803571,11.73214286,5.123303571,0.436689498,0.512,13.7,6.5,13.7,2.6,16.7,0.8,0.61,9.4,3.142285714,25.9468098,19.71957545,0.448869863
Dwight Howard,Orl,C,26,54,38.1,78.6,26.3,0.152,572,0.491,719,13.31481481,0.579,7.709277778,7,0.12962963,0,0,13.44444444,7.709277778,0.573417355,0.569,20.6,14.5,22,1.9,9.9,1.5,2.15,8.7,5.200962963,34.13363022,25.94155896,0.573417356
Dwyane Wade,Mia,SG,30,49,33,67.5,31.5,0.118,297,0.791,781,15.93877551,0.513,8.176591837,56,1.142857143,0.268,0.306285714,17.08163265,8.482877551,0.496608124,0.559,22.1,4.8,8.8,4.6,27.6,1.67,1.29,9.5,4.794428571,33.31178583,25.31695723,0.505573477
Earl Clark,Orl,SF,23,45,12.2,25.2,15.1,0.141,29,0.724,139,3.088888889,0.367,1.133622222,0,0,0,0,3.088888889,1.133622222,0.367,0.405,2.7,2.8,13,0.4,5.3,0.27,0.71,4.7,0.466577778,11.33914923,8.617753412,0.367
Earl Watson,Uta,PG,32,50,20.4,41.5,11.7,0.32,46,0.674,108,2.16,0.407,0.87912,52,1.04,0.192,0.19968,3.2,1.0788,0.337125,0.413,3,2.4,6.8,4.3,29.2,1.08,0.44,6.2,0.62008,15.06412497,11.44873498,0.368325
Ed Davis,Tor,PF,22,66,23.1,47.7,13.9,0.149,106,0.67,334,5.060606061,0.515,2.606212121,1,0.015151515,0,0,5.075757576,2.606212121,0.513462687,0.544,6.3,6.6,16.9,0.9,6.6,0.61,0.94,5.8,1.076060606,17.96234031,13.65137864,0.513462687
Eduardo Najera,Cha,PF,35,22,12.1,25,12.6,0.096,4,0.5,35,1.590909091,0.457,0.727045455,29,1.318181818,0.276,0.363818182,2.909090909,1.090863636,0.374984375,0.441,2.6,2.3,10.8,0.5,6.9,0.86,0.18,4.8,0.090909091,11.36329465,8.636103931,0.437515625
Ekpe Udoh,Gol,PF,24,38,21.5,44.5,14,0.141,64,0.719,185,4.868421053,0.443,2.156710526,0,0,0,0,4.868421053,2.156710526,0.443,0.493,5.5,3.9,10.2,0.8,5.6,0.66,1.71,4.8,1.210947368,16.00905651,12.16688295,0.443
Ekpe Udoh,Mil,PF,24,23,19.9,41.3,14.4,0.12,50,0.8,108,4.695652174,0.417,1.958086957,2,0.086956522,0,0,4.782608696,1.958086957,0.409418182,0.492,5.7,4.7,12.9,1.1,8.2,0.65,1.61,6.2,1.739130435,19.19359859,14.58713493,0.409418182
Elton Brand,Phi,PF,32,60,28.7,59.4,19.1,0.094,120,0.725,579,9.65,0.494,4.7671,3,0.05,0,0,9.7,4.7671,0.491453608,0.519,11,7.2,13.9,1.6,9.3,0.98,1.63,7,1.45,21.38304525,16.25111439,0.491453608
Emeka Okafor,Nor,C,29,27,28.8,59,17.3,0.13,74,0.514,214,7.925925926,0.533,4.224518519,0,0,0,0,7.925925926,4.224518519,0.533,0.539,9.9,7.9,16.4,0.9,5.4,0.59,0.96,5.7,1.408740741,19.2944515,14.66378314,0.533
Enes Kanter,Uta,C,19,66,13.1,26.6,17.5,0.161,105,0.667,235,3.560606061,0.498,1.773181818,1,0.015151515,0,0,3.575757576,1.773181818,0.495889831,0.539,4.6,4.2,18.5,0.1,1.4,0.27,0.35,3.8,1.061136364,18.66685738,14.18681161,0.49588983
Eric Bledsoe,Lac,PG,22,40,11.4,23.5,19.4,0.244,44,0.636,96,2.4,0.448,1.0752,30,0.75,0.2,0.15,3.15,1.2252,0.388952381,0.454,3.3,1.6,8.5,1.7,22,0.78,0.35,7.3,0.6996,17.76999935,13.50519951,0.412761905
Ersan Ilyasova,Mil,PF,24,60,27.4,56.9,20.2,0.101,183,0.781,485,8.083333333,0.501,4.04975,112,1.866666667,0.455,0.849333333,9.95,4.899083333,0.492370184,0.577,13,8.8,17.8,1.2,7.1,0.7,0.73,7.5,2.38205,25.45586627,19.34645837,0.535050251
Evan Turner,Phi,SG,23,65,26.2,54.3,20.5,0.143,108,0.676,540,8.307692308,0.467,3.879692308,49,0.753846154,0.224,0.168861538,9.061538462,4.048553846,0.44678438,0.479,9.4,5.8,12.3,2.8,17,0.62,0.29,8.2,1.1232,18.11060554,13.76406021,0.456101868
Francisco Garcia,Sac,SG,31,49,16.1,33.3,14.5,0.083,30,0.8,98,2,0.49,0.98,131,2.673469388,0.29,0.775306122,4.673469388,1.755306122,0.37558952,0.483,4.8,2,6.9,0.6,5.8,0.73,0.76,4.5,0.489795918,13.12763802,9.977004892,0.458537118
Gary Forbes,Tor,SG,23,48,14.7,30.3,24.4,0.148,91,0.725,187,3.895833333,0.444,1.72975,84,1.75,0.345,0.60375,5.645833333,2.3335,0.413313653,0.513,6.6,2.1,8.5,1.1,13.9,0.5,0.08,6.7,1.374479167,18.76887056,14.26434163,0.466782288
Gary Neal,San,PG,24,56,21.4,44.2,21.9,0.105,64,0.781,288,5.142857143,0.448,2.304,198,3.535714286,0.419,1.481464286,8.678571429,3.785464286,0.436185185,0.542,9.9,2.1,5.7,2.1,15.2,0.48,0.04,6.6,0.892571429,17.97302932,13.65950228,0.521537037
George Hill,Ind,PG,25,50,25.3,52,17.3,0.106,117,0.778,233,4.66,0.489,2.27874,147,2.94,0.367,1.07898,7.6,3.35772,0.441805263,0.557,9.6,3,6.7,2.9,19.2,0.84,0.34,6.9,1.82052,19.47197515,14.79870111,0.512790789
Gerald Henderson,Cha,SG,24,55,33.1,68.7,23.1,0.11,204,0.76,675,12.27272727,0.476,5.841818182,47,0.854545455,0.234,0.199963636,13.12727273,6.041781818,0.460246537,0.511,15.1,4.1,7.1,2.3,13.6,0.89,0.36,6.3,2.818909091,19.30513117,14.67189969,0.467862881
Gerald Green,Njn,SG,28,31,25,51.8,23.8,0.136,65,0.754,210,6.774193548,0.529,3.583548387,110,3.548387097,0.391,1.387419355,10.32258065,4.970967742,0.4815625,0.574,12.9,3.5,8,1.1,8.5,0.9,0.55,5.9,1.580967742,21.9183504,16.6579463,0.548765625
Gerald Wallace,Por,SF,29,42,35.5,73.1,17.9,0.144,161,0.776,332,7.904761905,0.533,4.213238095,98,2.333333333,0.265,0.618333333,10.23809524,4.831571429,0.47192093,0.556,13.3,6.6,10.8,2.7,12.5,1.48,0.6,7,2.974666667,20.96201,15.9311276,0.502118605
Gerald Wallace,Njn,SF,29,16,35.6,73.1,20.7,0.105,64,0.859,150,9.375,0.427,4.003125,52,3.25,0.385,1.25125,12.625,5.254375,0.416188119,0.528,15.2,6.8,11.1,3.1,15.3,1.44,0.69,7.7,3.436,22.10210066,16.7975965,0.465742574
Gilbert Arenas,Mem,PG,30,17,12.2,24.9,17.5,0.149,10,0.7,25,1.470588235,0.52,0.764705882,39,2.294117647,0.333,0.763941176,3.764705882,1.528647059,0.406046875,0.526,4.2,1.1,5.1,1.1,13.6,0.65,0.06,5.6,0.411764706,14.64341064,11.12899208,0.507507813
Glen Davis,Orl,PF,26,61,23.2,47.9,22.6,0.11,167,0.683,520,8.524590164,0.429,3.65704918,14,0.229508197,0.143,0.032819672,8.754098361,3.689868852,0.421501873,0.466,9.3,5.4,13.5,0.8,6,0.7,0.31,5.9,1.869852459,17.6646789,13.42515596,0.423376404
Goran Dragic,Hou,PG,25,66,26.4,54.2,22,0.187,190,0.805,398,6.03030303,0.525,3.165909091,202,3.060606061,0.337,1.031424242,9.090909091,4.197333333,0.461706667,0.567,11.7,2.5,5.6,5.3,32.7,1.29,0.15,8.1,2.317424242,24.94428335,18.95765535,0.518435
Gordon Hayward,Uta,SF,21,66,30.3,61.9,17.9,0.137,232,0.832,427,6.46969697,0.496,3.208969697,159,2.409090909,0.346,0.833545455,8.878787879,4.042515152,0.455300341,0.568,11.8,3.5,6.6,3.1,16,0.8,0.62,6.7,2.924606061,20.30211561,15.42960786,0.502240614
Grant Hill,Pho,SF,39,49,27.9,58.2,18.7,0.115,107,0.766,398,8.12244898,0.47,3.81755102,53,1.081632653,0.264,0.28555102,9.204081633,4.103102041,0.445791574,0.5,10.2,3.5,7.1,2.2,12.2,0.84,0.59,6.1,1.672693878,16.80216021,12.76964176,0.461303769
Greg Monroe,Det,PF,21,66,31.4,64.8,23.7,0.152,272,0.739,780,11.81818182,0.522,6.169090909,1,0.015151515,0,0,11.83333333,6.169090909,0.521331626,0.563,15.4,9.7,18.4,2.3,14.1,1.27,0.7,8.9,3.045575758,27.70866817,21.05858781,0.521331626
Greg Stiemsma,Bos,C,26,55,13.7,28.4,10.9,0.193,41,0.707,120,2.181818182,0.55,1.2,0,0,0,0,2.181818182,1.2,0.55,0.583,2.9,3.2,13.8,0.5,5.9,0.67,1.55,4.9,0.527036364,18.47807085,14.04333384,0.55
Greivis Vasquez,Nor,SG,24,66,25.6,53.1,20.2,0.205,117,0.821,387,5.863636364,0.47,2.755909091,135,2.045454545,0.319,0.6525,7.909090909,3.408409091,0.430948276,0.514,8.9,2.6,6.1,5.4,36,0.91,0.14,7.8,1.455409091,20.10691802,15.2812577,0.472198276
Gustavo Ayon,Nor,PF,26,54,20,41.3,14.7,0.137,63,0.619,260,4.814814815,0.538,2.59037037,1,0.018518519,0,0,4.833333333,2.59037037,0.535938697,0.552,5.9,4.9,14.6,1.4,11.6,0.98,0.85,6.9,0.722166667,19.7529033,15.01220651,0.535938697
Hakim Warrick,Pho,PF,29,35,14.2,29.6,23.7,0.139,99,0.768,170,4.857142857,0.429,2.083714286,10,0.285714286,0.1,0.028571429,5.142857143,2.112285714,0.410722222,0.503,6.4,2.6,10.4,0.9,9.5,0.23,0.09,6.9,2.172342857,19.77589771,15.02968226,0.4135
Hedo Turkoglu,Orl,SF,32,53,31,63.9,19.6,0.206,95,0.705,246,4.641509434,0.48,2.227924528,258,4.867924528,0.353,1.718377358,9.509433962,3.946301887,0.414988095,0.528,10.9,3.8,7,4.4,24.2,0.85,0.32,7.3,1.263679245,17.98782175,13.67074453,0.505339286
Ian Mahinmi,Dal,C,25,61,18.5,38,14.5,0.142,147,0.639,237,3.885245902,0.549,2.133,1,0.016393443,0,0,3.901639344,2.133,0.546693277,0.585,5.8,4.7,14.4,0.2,1.7,0.62,0.51,3.8,1.539885246,18.80178043,14.28935312,0.546693277
Iman Shumpert,Nyk,SG,21,59,28.7,59.4,18.3,0.16,109,0.798,376,6.372881356,0.441,2.810440678,157,2.661016949,0.306,0.814271186,9.033898305,3.624711864,0.401234522,0.485,9.5,3.2,6.3,2.8,15.8,1.71,0.14,6.1,1.474271186,16.49295811,12.53464816,0.446302064
Isaiah Thomas,Sac,PG,22,65,25.3,52.4,20,0.14,185,0.832,351,5.4,0.493,2.6622,218,3.353846154,0.381,1.277815385,8.753846154,3.940015385,0.450089631,0.576,11.5,2.6,5.6,4.1,25.8,0.82,0.12,7.9,2.368,23.31276269,17.71769964,0.523075571
Ivan Johnson,Atl,SF,27,56,16.5,33.5,19.8,0.178,100,0.72,269,4.803571429,0.517,2.483446429,6,0.107142857,0.333,0.035678571,4.910714286,2.519125,0.512985455,0.558,6.4,4,14.4,0.6,5.8,0.77,0.32,6,1.285714286,20.71552369,15.74379801,0.516618182
J.J. Hickson,Sac,PF,23,35,18.2,37.6,16.2,0.164,58,0.638,173,4.942857143,0.376,1.858514286,1,0.028571429,0,0,4.971428571,1.858514286,0.37383908,0.419,4.8,5.1,15.2,0.6,5.1,0.51,0.49,5.4,1.057257143,14.11738961,10.7292161,0.373839081
J.J. Hickson,Por,PF,23,19,31.4,63.7,21.7,0.109,76,0.645,218,11.47368421,0.546,6.264631579,1,0.052631579,0,0,11.52631579,6.264631579,0.543506849,0.568,15.1,8.3,15.4,1.2,7,0.63,0.95,6.8,2.58,24.47042346,18.59752183,0.543506849
J.J. Redick,Orl,SG,27,65,27,55.7,19.3,0.094,157,0.911,316,4.861538462,0.43,2.090461538,268,4.123076923,0.418,1.723446154,8.984615385,3.813907692,0.424493151,0.575,11.6,2.3,4.9,2.5,16.4,0.42,0.09,6,2.200415385,18.21912485,13.84653488,0.52040411
J.R. Smith,Nyk,SG,26,35,27.4,56.5,22.2,0.097,55,0.709,212,6.057142857,0.462,2.7984,193,5.514285714,0.347,1.913457143,11.57142857,4.711857143,0.407197531,0.508,12.5,3.9,8.2,2.4,15.3,1.54,0.17,7.1,1.114142857,19.60056245,14.89642746,0.489877778
Jamaal Tinsley,Uta,PG,33,37,13.5,27.2,17.9,0.256,17,0.765,104,2.810810811,0.452,1.270486486,37,1,0.27,0.27,3.810810811,1.540486486,0.404241135,0.461,3.7,1.2,5.2,3.3,36.8,0.46,0.22,7.3,0.351486486,16.58025709,12.60099539,0.439666667
Jamal Crawford,Por,SG,31,60,26.7,55.1,26.8,0.118,206,0.927,477,7.95,0.426,3.3867,260,4.333333333,0.308,1.334666667,12.28333333,4.721366667,0.384371777,0.506,14,2,4.3,3.2,20.7,0.92,0.23,6.7,3.1827,21.38277737,16.2509108,0.438700136
Jamal Magloire,Tor,C,33,34,10.8,22.1,10.1,0.279,27,0.259,45,1.323529412,0.378,0.500294118,0,0,0,0,1.323529412,0.500294118,0.378,0.36,1.2,3.3,18.1,0.2,2.5,0.12,0.29,3.4,0.205676471,8.297461351,6.306070627,0.378
Jameer Nelson,Orl,PG,29,57,29.7,61.4,21.6,0.174,88,0.807,375,6.578947368,0.459,3.019736842,231,4.052631579,0.377,1.527842105,10.63157895,4.547578947,0.427742574,0.524,11.9,3.2,6.2,5.7,34.3,0.68,0.07,8.1,1.245894737,19.89379171,15.1192817,0.499596534
James Anderson,San,SG,22,51,11.6,24,17.5,0.132,52,0.75,106,2.078431373,0.443,0.920745098,68,1.333333333,0.279,0.372,3.411764706,1.292745098,0.378908046,0.483,3.7,1.5,7.6,0.8,9.8,0.16,0.04,5.7,0.764705882,11.83564966,8.995093743,0.433425287
James Harden,Okc,SG,24,62,31.2,64.3,21.7,0.148,369,0.846,337,5.435483871,0.579,3.147145161,292,4.709677419,0.39,1.836774194,10.14516129,4.983919355,0.491260731,0.66,16.8,4.1,7.4,3.7,19.4,1,0.24,8.1,5.035064516,28.98945705,22.03198736,0.581785374
James Johnson,Tor,SF,24,62,25.5,52.6,20.5,0.147,118,0.72,467,7.532258065,0.471,3.547693548,68,1.096774194,0.324,0.355354839,8.629032258,3.903048387,0.452315888,0.503,9.5,4.8,11,2.1,14.6,1.18,1.39,7.2,1.370322581,20.61145635,15.66470683,0.472906542
